dem,coberturas,pendiente,perfil,aspecto,inventario
0.5648795986728113,3.0,-0.3580063904154568,0.8833191272524236,-0.45972737241199796,1.0
0.6033173530899232,3.0,-0.5959916502714081,0.7057701984989854,0.07842157149593915,1.0
1.070483906774821,3.0,0.8130576177701365,-1.0247395764798608,-0.6321768426895427,1.0
0.9285598904654849,2.0,0.6511228917047303,-0.05389962327114479,-0.22639858480604932,1.0
1.0438731537168204,3.0,0.9446921024888283,1.5823811852982164,-0.8749146641050032,1.0
0.499831091197699,3.0,-0.49637525257295734,-0.09911806370506461,-0.3938798590527647,1.0
0.12432379804591406,3.0,-0.905238019963205,0.04292104745062676,0.1473597851154104,1.0
0.38156107760658564,2.0,-0.9152409121662767,-0.09911806370506461,-1.6631716743848826,1.0
1.4726019529846064,1.0,1.5093964963572948,1.5106584607030353,0.8576654357471388,1.0
1.2035376720648234,1.0,0.21410218436216044,-0.9647526056074813,-0.14603683475933243,1.0
0.1095400463470249,3.0,0.6350487055557047,0.4879769278228888,0.21795005328178094,1.0
0.8280303789130385,3.0,-0.5646312981905119,0.45811229184157765,0.18785106627682566,1.0
0.09179954430835789,2.0,0.5083143187066522,0.7057701984989854,1.2930637472173443,1.0
0.7629818714379263,2.0,-0.7200380461256403,-0.9040063259091147,-0.39953655878149086,1.0
0.4584365864408093,3.0,-0.24945447979519386,-1.2591041084817343,0.6106522772810632,1.0
1.2922401822581586,2.0,1.0456867812841129,-1.5850655785837682,0.6269206592857035,1.0
1.301110433277492,2.0,0.27263483398314553,-0.4289903152118015,0.46356110611497875,1.0
0.06518879125035738,3.0,-0.7955760787759993,0.06185958498903254,-0.22116885038113307,1.0
0.46139333678058714,1.0,0.21410218436216044,-1.1954314212454937,-0.5679166451892002,1.0
0.6476686081865907,3.0,2.210395473618126,-0.7752242369275397,0.4611817932393908,1.0
0.6594956095457021,3.0,1.845669655505226,0.3500185021328224,0.48466960932297437,1.0
0.6299281061479237,3.0,2.1940439855409615,0.3033260673969604,0.5138198829661446,1.0
0.6476686081865907,3.0,2.073087407906796,-2.2846685870307057,0.6098615351762202,1.0
-0.07377847471920082,2.0,-0.7639578989874367,0.13761377260978414,-0.17860903157390853,1.0
0.2041560572199156,2.0,-0.38889140694594243,1.1082143670681388,0.5138198829661446,1.0
0.9906516476008195,3.0,2.0196197013174793,0.7057701984989854,-0.3569767399742663,1.0
-0.005773216904310636,3.0,-1.6294622679872668,0.7057701984989854,-0.4664061609368085,1.0
0.28103156605413926,1.0,-1.173062654138417,-0.656348419251707,0.4524752147948608,1.0
-0.02351371894297764,2.0,-0.6239907793271996,0.7831633481884225,-0.06423001680331707,1.0
0.5737498496921448,2.0,-0.5763139104805509,-0.6542134298689366,1.6243288824781972,1.0
0.5826201007114784,3.0,-0.2783697200675874,-0.3003401292560771,1.3846165059065556,1.0
-0.02351371894297764,2.0,-1.0423208978575202,0.45811229184157765,0.6232493777470312,1.0
-0.1151729794760905,3.0,-0.7071318493633671,-0.1957046585415922,-0.44160039213292374,1.0
0.10658329600724706,2.0,-0.5000882458481495,-0.9813994755985518,-0.7137120829566375,1.0
0.1627615524630259,3.0,-0.3343815552765423,-0.5489085808036236,0.37801199337301133,1.0
-0.8573173147603269,3.0,-0.7774169167548179,0.04292104745062676,-0.08015573405341288,1.0
-0.7893120569454367,1.0,-0.38543061854011124,0.1021040018459479,0.5484228224342148,1.0
-0.747917552188547,1.0,-0.6858841034036987,-1.386939253257842,0.3880902642925406,1.0
0.1184102973663584,2.0,0.9914735686209268,-0.13099482732973938,0.03793029033452389,1.0
0.1184102973663584,3.0,1.2056480282466893,0.7783420780942735,0.128680348347105,1.0
-0.7686148045669918,3.0,-0.5000882458481495,0.6283771237438053,-0.0002413231735507498,1.0
-0.8188795603432151,1.0,-0.5763139104805509,1.414071950167547,0.39679684273707067,1.0
0.2218965592585826,2.0,-0.5763139104805509,-0.0025314688685370503,0.39679684273707067,1.0
-0.9578468263127732,3.0,0.04881926379943052,-0.7913219886834545,0.15708446616542904,1.0
0.1006697953276914,1.0,-0.7200380461256403,-0.9040063259091147,0.19964428497265357,1.0
0.014924035474134203,2.0,-1.059241389742721,-0.8420918211444164,0.5690729137237008,1.0
-1.0081115820889963,1.0,-0.062345895208909013,0.06185958498903254,0.3354521745657868,1.0
-0.02942721962253331,2.0,-1.4875640462250876,1.6716361281306968,0.6921875913665023,1.0
0.9965651482803751,1.0,-0.014281324803976786,-0.28486150306490254,-0.47200565144865136,1.0
-0.02942721962253331,2.0,-1.8932328700298189,0.7057701984989854,0.94921819443635,1.0
-0.09743247743742349,2.0,-0.7550596887977976,0.7057701984989854,0.07842157149593915,1.0
-0.026470469282755475,2.0,-1.6409437609510862,0.5045481516815371,0.5138198829661446,1.0
0.570793099352367,1.0,0.15887055225369195,0.6450239188006187,-0.11173935560024655,1.0
-0.02942721962253331,2.0,-1.5648247931040913,-0.09911806370506461,0.07842157149593915,1.0
0.5619228483330335,3.0,0.31307675563939896,-1.341143931446555,-0.15519902002528618,1.0
-1.01698183310833,3.0,-0.5959916502714081,0.19064171143773595,0.4351569882966547,1.0
-1.0317655848072191,3.0,-0.8757050903315935,-0.05177169644209487,0.2142294610890724,1.0
-0.08856222641808999,2.0,-0.4098138511382786,0.009650621389188858,0.1781262375901183,1.0
-0.02942721962253331,1.0,0.05151507191091947,-0.3003401292560771,-0.38467205404999305,1.0
0.15093455110391457,2.0,-0.65666632700199,-2.204210476362237,-1.0622955923523851,1.0
-0.1151729794760905,1.0,1.057374330700469,-0.09911806370506461,-0.547137667070452,1.0
-1.194386853495,3.0,-1.031181369462353,-0.14646443096803438,0.23270161594639954,1.0
-1.1086410936414428,3.0,-1.377223798738883,-0.7832730753383687,-0.5112567106063823,1.0
0.003097034115022866,3.0,0.3711121269263423,-0.3831962860164474,-0.6896244190067401,1.0
0.10362654566746922,3.0,-1.2250527199637695,-0.9040063259091147,-0.013131334829960855,1.0
-0.4256317651527631,3.0,0.27263483398314553,1.1807861717291699,-0.4072355168254322,1.0
-0.4315452658323187,3.0,-0.3343815552765423,0.7057701984989854,-0.22116885038113307,1.0
-0.12995673117497966,3.0,0.4911130963333698,-0.2645060617615919,-0.5934846622170027,1.0
0.3076423191121398,1.0,0.24602207742565188,-0.5325194471894388,0.3595399861523729,1.0
0.31355581979169544,3.0,0.5083143187066522,-0.36016290043784727,0.4222669766402446,1.0
0.23372356061769392,2.0,-1.4013377522391763,0.06185958498903254,1.4632794005760454,1.0
0.29581531775302844,2.0,-1.40953900476373,0.1021040018459479,-0.3569767399742663,1.0
0.2928585674132506,3.0,-1.6294622679872668,0.7057701984989854,-0.24754724519337978,1.0
-0.002816466564532802,3.0,-1.2871313234195545,-0.7027842790916664,0.5827580965856158,1.0
0.00014028377524503188,3.0,-0.905238019963205,0.45811229184157765,0.6614211388917944,1.0
-0.00872996724408847,3.0,-1.0423208978575202,0.9534281426235216,0.4043903881852581,1.0
-0.002816466564532802,3.0,-0.7200380461256403,-0.3888778388478652,0.5563797017733692,1.0
0.19232905586080426,1.0,-0.5646312981905119,2.253632218142387,-0.031007923284947368,1.0
-0.014643467923644139,1.0,-0.22729898830518266,0.8833191272524236,0.38571095141695266,1.0
0.4259123327032531,3.0,-0.38889140694594243,-0.5015621948070896,-0.3569767399742663,1.0
0.07110229192991305,1.0,-1.5155279982558703,-1.386939253257842,-0.44852957248182196,1.0
0.09179954430835789,1.0,0.5840221336453577,-0.8661292320987389,0.23699887704529116,1.0
0.09475629464813573,2.0,-0.082511450508367,1.6313917862080385,0.2699859329552012,1.0
-0.3428427556389837,3.0,0.010665563048716714,-0.2600957123991618,0.6564714712654008,1.0
-0.25118349510587085,2.0,-0.8186324586764685,-1.7088945881131647,1.2930637472173443,1.0
-1.4841483867932277,3.0,-1.338533939784381,0.4643037348246218,-0.1325183337189947,1.0
-1.495975388152339,1.0,0.07560481977801975,0.7057701984989854,-0.03860146873313481,1.0
-0.3398860052992059,3.0,0.2846144967065917,-0.061969373023062393,0.8605676777742117,1.0
-1.4930186378125612,3.0,-0.9717840370239016,-0.4305426532794171,-0.031007923284947368,1.0
-1.495975388152339,3.0,-1.185805651447433,-1.1454728270506067,-0.09994613690441863,1.0
-1.4486673827158938,2.0,-0.5959916502714081,-0.9040063259091147,0.07842157149593915,1.0
-0.6444312902963228,2.0,-0.832664457381419,0.5045481516815371,-0.3108860421193525,1.0
-1.4575376337352273,1.0,-0.4381426705181287,-0.09911806370506461,0.07842157149593915,1.0
-0.22457274204787037,2.0,1.5093964963572948,-0.36016290043784727,0.8576654357471388,1.0
-0.2275294923876482,2.0,1.9158632489174146,-0.2993585654238847,0.847707636365614,1.0
-1.5078023895114503,2.0,-0.059483321941823056,0.5045481516815371,-0.3569767399742663,1.0
-0.212745740688759,2.0,1.5861690848717036,-0.033856854521868956,0.8485181617867469,1.0
-0.13291348151475751,1.0,-1.185805651447433,-0.6625398622347511,0.2567892798962969,1.0
-0.13882698219431316,1.0,-0.9152409121662767,-0.09911806370506461,0.07842157149593915,1.0
-1.478234886113672,1.0,-1.1542453457506978,1.0153426473882199,-1.1065506494379629,1.0
-0.08264872573853432,3.0,0.05151507191091947,-0.7027842790916664,0.5415151970418713,1.0
-0.7508743025283249,3.0,-0.49637525257295734,-0.09911806370506461,0.47691676388764626,1.0
-0.694696046072546,3.0,-1.4875640462250876,0.06185958498903254,-1.0494056914234917,1.0
-0.16248098491253585,2.0,-0.65666632700199,-0.9813994755985518,0.16523637357039692,1.0
-1.392489126260115,3.0,-1.4432292004678662,-0.09911806370506461,-1.484804002893697,1.0
-0.3605832576776507,3.0,-1.1542453457506978,0.7057701984989854,0.9066583756291255,1.0
0.7334143680401479,3.0,2.166193107417078,1.2828599680348534,1.6773632290775047,1.0
0.8073331265345938,3.0,1.1631223649998594,-0.8975672252067488,1.7305537752934896,1.0
-1.797563922809678,2.0,-0.16551880670678198,0.11841930648344233,-0.031007923284947368,1.0
-0.5261612767052094,2.0,-0.3716606989571556,0.4559773024588073,-0.5679166451892002,1.0
-0.3457995059787616,2.0,0.47594487286351683,2.1143246386225085,0.4907346721327303,1.0
0.5589660979932557,3.0,-1.1542453457506978,-0.9040063259091147,0.9917780132435746,1.0
-1.6852074098981205,3.0,-0.724367083051278,0.17842961937687132,-0.13811775041249327,1.0
-1.7739099200914554,2.0,0.2654120924661451,0.42867751622543726,-0.3317955310709388,1.0
0.8516843816312613,3.0,0.8297163048181379,1.22211361340223,0.6153304410368806,1.0
-1.868525930964346,1.0,-1.377223798738883,0.2228372336831297,0.3595399861523729,1.0
-0.35466975699809505,3.0,2.7156930722227,-2.210159507023948,-0.6191402278012228,1.0
0.5767066000319226,3.0,-1.3851825149331132,-0.9040063259091147,1.7105853225958745,1.0
-0.9194090718956613,3.0,-0.7639578989874367,-0.09911806370506461,-0.535344448374624,1.0
-0.9223658222354392,3.0,-0.5763139104805509,-0.5820510285209203,-0.47399978020334027,1.0
0.5500958469739222,2.0,0.9129518659663172,-0.48546444305117487,0.4351569882966547,1.0
-1.8655691806245682,3.0,-0.062345895208909013,0.06185958498903254,0.3354521745657868,1.0
-0.4285885154925409,1.0,0.6086674453655201,0.2228372336831297,0.6921875913665023,1.0
-0.4167615141334296,1.0,0.36882212316963264,-0.38940563828690994,0.5138198829661446,1.0
-1.9099204357212358,2.0,-1.7570147778097682,-0.5015621948070896,0.5138198829661446,1.0
-2.0577579527101273,1.0,0.13581499520760903,0.7621123671118154,-0.016228309649469894,1.0
-0.8927983188376609,3.0,-0.4274602377344787,-0.9813994755985518,-1.484804002893697,1.0
-0.5379882780643208,2.0,0.17913635864586494,0.7057701984989854,0.94921819443635,1.0
-1.2564786106303345,2.0,-0.082511450508367,1.228947617638885,0.757653832977088,1.0
-1.3865756255805592,3.0,-1.185805651447433,0.7057701984989854,-0.9707427598448295,1.0
-1.3836188752407814,3.0,-0.9509131583730986,0.5045481516815371,-1.2277733629146772,1.0
-1.1677761004369995,3.0,-0.0339201161538886,-1.0558720626221596,-0.9578528220067638,1.0
-1.1648193500972217,3.0,-0.47063101882006564,-1.1361856251089122,-0.9219543705950796,1.0
-0.15952423457275802,1.0,0.3711121269263423,-0.5015621948070896,-0.3810644039241637,1.0
-1.708861412616343,2.0,1.7201037218845343,-0.46131777795017426,1.634886972636102,1.0
-1.691120910577676,1.0,1.8170005858366949,0.5294182695665596,1.6942850510664682,1.0
-1.623115652762786,2.0,0.628989480140748,0.4887216994030216,1.494046000687442,1.0
-1.6142454017434524,1.0,1.1100490799463134,0.6487869673176839,1.4580985338950991,1.0
-0.4699830202494306,2.0,0.19669744267069877,0.08662537565477331,0.40947617683866167,1.0
-1.5107591398512281,2.0,0.402902008996819,-0.09911806370506461,1.684206780146939,1.0
-1.4900618874727833,2.0,2.0827787125823045,-0.19016877790574516,1.6233778069293923,1.0
-1.4693646350943386,2.0,2.2756906148694473,-0.06269778083482704,1.6243288824781972,1.0
-1.4161431289783375,3.0,-0.5150303215042036,-0.6542134298689366,1.5747772853660524,1.0
-1.7029479119367874,1.0,0.17913635864586494,0.23075418780167226,-1.3064363314025114,1.0
-1.442753882036338,1.0,0.2846144967065917,-0.3630158536703156,-1.1526413472928765,1.0
-1.708861412616343,3.0,-0.30449452397408255,0.8833191272524236,-1.3956825436490932,1.0
-0.2275294923876482,3.0,1.6489309317528045,-0.6222954453778357,-0.4815490346449084,1.0
-1.283089363688335,1.0,-0.2783697200675874,-0.21985130490902854,0.7854358097890998,1.0
-0.33692925495942805,2.0,0.15887055225369195,-1.088734780758147,-0.3305981975253308,1.0
