UCS,UCS_F,PAISAJE,CLIMA,TIPO_RELIEVE,LITOLOGÍA_SEDIMENTOS,CARACTERÍSTICAS_SUELOS,COMPONENTES_TAXONÓMICOS,PERFIL,PORCENTAJE,ÁREA_ha,SHAPE_Length,SHAPE_Area
BI,BIa,Planicie fluvio lacustre y planicie aluvial,Cálido muy húmedo,Plano de inundación,Depósitos de materia orgánica con sedimentos finos,"Muy superficiales, drenaje natural pobre a pantanoso, materiales orgánicos, inundables, texturas medias y finas, fertilidad alta",Consociación Bihao: Hydric Haplohemists; Typic Endoaquents; Áreas de playones,"A14, A16; A15","75, 20, 5",302.490582942948379,11168.087446879297204,3026506.834727100096643
