Fecha,Lluvia_Dia,Lluvia_Antecedente,Evento_MM,Umbral_Superado
2017-12-28,13.6,10.8,0,True
2017-12-29,6.7,24.399999999999995,0,True
2018-01-01,13.8,31.099999999999998,0,True
2018-01-02,12.5,44.89999999999999,0,True
2018-01-03,24.9,57.39999999999999,0,True
2018-01-09,13.5,83.1,0,True
2018-01-18,12.2,118.39999999999999,0,True
2018-02-13,15.2,29.0,0,True
2018-02-25,9.8,18.7,0,True
2018-03-01,15.4,28.5,0,True
2018-03-07,14.9,46.4,0,True
2018-03-22,20.8,73.2,0,True
2018-03-23,10.9,94.0,0,True
2018-03-27,17.1,119.50000000000001,0,True
2018-04-01,15.8,126.4,0,True
2018-04-02,31.2,142.20000000000002,0,True
2018-04-13,28.8,218.70000000000005,0,True
2018-04-26,36.7,252.90000000000003,0,True
2018-05-03,29.4,256.6,0,True
2018-05-08,31.2,300.8999999999999,0,True
2018-05-10,46.1,333.4,0,True
2018-06-01,38.6,383.8999999999999,0,True
2018-06-11,39.8,302.00000000000006,0,True
2018-07-02,40.0,246.00000000000003,0,True
2018-07-26,24.8,202.2,0,True
2018-08-14,22.1,191.6,0,True
2018-08-18,32.2,216.1,0,True
2018-08-25,26.5,214.60000000000002,0,True
2018-09-05,37.6,175.0,0,True
2018-09-07,38.2,232.4,0,True
2018-09-15,34.4,254.6,0,True
2018-10-08,45.6,190.89999999999998,0,True
2018-11-04,28.2,239.1,0,True
2018-11-12,22.8,174.1,0,True
2018-11-23,21.2,167.20000000000002,0,True
2018-11-26,22.6,188.49999999999997,0,True
2019-01-09,2.1,8.8,0,True
2019-01-10,1.6,10.899999999999999,0,True
2019-01-13,1.9,12.5,0,True
2019-01-15,17.2,9.1,0,True
2019-01-16,4.2,26.3,0,True
2019-01-20,27.4,30.1,0,True
2019-02-18,12.8,27.4,0,True
2019-02-19,4.8,40.2,0,True
2019-02-20,4.1,17.6,0,True
2019-02-26,6.4,21.7,0,True
2019-02-27,15.2,28.1,0,True
2019-02-28,25.7,43.300000000000004,0,True
2019-03-01,13.1,69.0,0,True
2019-03-10,21.5,82.1,0,True
2019-03-21,18.2,111.3,0,True
2019-03-25,25.6,141.4,0,True
2019-03-28,34.2,166.99999999999997,0,True
2019-03-31,22.4,157.50000000000003,0,True
2019-04-05,24.6,179.9,0,True
2019-04-18,26.7,214.99999999999997,0,True
2019-05-09,48.2,108.3,0,True
2019-05-10,35.5,156.49999999999997,0,True
2019-05-11,23.4,180.49999999999997,0,True
2019-05-13,25.2,203.89999999999998,0,True
2019-05-19,23.4,207.10000000000002,0,True
2019-05-23,61.4,250.5,0,True
2019-05-26,35.4,303.4,0,True
2019-07-02,16.2,158.20000000000002,0,True
2019-07-10,37.3,120.9,0,True
2019-07-13,16.2,134.5,0,True
2019-07-22,20.4,169.60000000000002,0,True
2019-08-02,24.7,193.89999999999998,0,True
2019-08-12,32.6,150.19999999999996,0,True
2019-08-16,15.6,154.5,0,True
2019-08-18,18.1,170.79999999999995,0,True
2019-09-01,13.7,120.4,0,True
2019-09-13,10.6,79.2,0,True
2019-09-17,7.2,66.0,0,True
2019-09-18,25.2,55.099999999999994,0,True
2019-09-20,43.5,81.5,0,True
2019-09-22,14.2,127.39999999999999,0,True
2019-09-23,35.6,141.59999999999997,0,True
2019-10-12,26.8,241.59999999999994,0,True
2019-10-20,26.8,260.0,0,True
2019-10-23,32.6,254.69999999999996,0,True
2019-10-26,39.6,240.29999999999998,0,True
2019-10-31,43.4,305.9,0,True
2019-11-08,47.8,328.49999999999994,0,True
2019-12-13,7.5,38.0,0,True
2019-12-14,18.2,29.299999999999997,0,True
2019-12-17,47.2,31.3,0,True
2019-12-21,16.3,78.5,0,True
2019-12-31,26.5,102.7,0,True
2020-01-22,4.8,39.8,0,True
2020-01-23,5.2,44.599999999999994,0,True
2020-02-15,2.7,10.0,0,True
2020-02-16,4.3,12.7,0,True
2020-02-22,3.7,15.099999999999998,0,True
2020-03-01,1.5,13.600000000000001,0,True
2020-03-02,4.1,15.099999999999998,0,True
2020-03-10,3.8,19.2,0,True
2020-03-11,3.2,22.999999999999996,0,True
2020-03-12,6.6,26.2,0,True
2020-03-19,8.1,25.8,0,True
2020-03-24,8.2,29.1,0,True
2020-03-29,8.7,37.300000000000004,0,True
2020-04-04,5.2,48.800000000000004,0,True
2020-04-06,7.1,54.0,0,True
2020-04-10,7.8,62.10000000000001,0,True
2020-04-20,16.9,58.099999999999994,0,True
2020-04-22,19.1,73.2,0,True
2020-05-04,15.8,78.8,0,True
2020-05-15,12.2,77.60000000000001,0,True
2020-05-18,17.4,98.90000000000002,0,True
2020-05-19,13.4,112.80000000000003,0,True
2020-05-27,10.4,92.9,0,True
2020-05-28,18.3,103.3,0,True
2020-05-30,18.2,125.90000000000002,0,True
2020-06-03,19.7,136.5,0,True
2020-06-05,28.9,134.60000000000002,0,True
2020-06-10,44.5,176.70000000000002,0,True
2020-06-14,31.5,230.00000000000003,0,True
2020-07-08,80.2,294.1,0,True
2020-08-13,18.2,174.30000000000007,0,True
2020-08-17,21.1,190.9,0,True
2020-08-22,41.9,188.4,0,True
2020-08-23,25.1,214.1,0,True
2020-09-08,38.9,277.49999999999994,0,True
2020-10-19,23.1,184.89999999999998,0,True
2020-10-30,28.9,157.9,0,True
2020-10-31,65.2,173.60000000000005,0,True
2020-11-10,27.8,224.69999999999996,0,True
2020-11-13,27.3,239.2,0,True
2020-11-15,55.8,265.09999999999997,0,True
2021-01-02,2.4,16.5,0,True
2021-01-07,8.2,10.600000000000001,0,True
2021-01-08,16.2,18.8,0,True
2021-01-09,26.2,34.99999999999999,0,True
2021-01-10,6.2,61.19999999999999,0,True
2021-02-01,12.8,62.800000000000004,0,True
2021-02-18,1.8,16.0,0,True
2021-02-20,3.2,17.8,0,True
2021-02-22,6.3,21.0,0,True
2021-02-24,5.9,27.3,0,True
2021-02-25,3.7,33.2,0,True
2021-02-27,5.4,36.900000000000006,0,True
2021-03-03,16.2,42.3,0,True
2021-03-04,7.2,45.7,0,True
2021-03-05,10.2,52.9,0,True
2021-03-07,13.8,63.099999999999994,0,True
2021-03-10,12.6,82.2,0,True
2021-03-11,35.1,91.60000000000001,0,True
2021-03-12,15.1,126.70000000000002,0,True
2021-03-16,17.1,153.70000000000002,0,True
2021-03-17,19.3,170.79999999999998,0,True
2021-03-21,21.2,202.79999999999998,0,True
2021-03-23,37.6,233.2,0,True
2021-04-02,49.8,281.9,0,True
2021-04-03,38.5,315.50000000000006,0,True
2021-05-02,45.2,265.2,0,True
2021-05-06,33.8,218.49999999999997,0,True
2021-05-17,48.5,234.20000000000005,0,True
2021-05-24,35.4,298.19999999999993,0,True
2021-06-08,35.1,347.3,0,True
2021-06-10,37.9,372.4,0,True
2021-06-20,48.6,437.3999999999999,0,True
2021-07-24,36.4,290.8,0,True
2021-07-29,45.8,279.7,0,True
2021-08-10,35.6,237.50000000000003,0,True
2021-08-16,34.2,234.89999999999998,0,True
2021-08-24,25.1,245.5,0,True
2021-09-22,28.2,213.0,0,True
2021-09-28,21.2,196.79999999999998,0,True
2021-09-30,24.9,193.0,0,True
2021-10-05,28.2,201.5,0,True
2021-10-06,51.2,227.9,0,True
2021-10-28,30.1,247.9,0,True
2021-11-13,33.2,189.2,0,True
2021-12-17,10.5,48.0,0,True
2021-12-28,10.3,26.9,0,True
2021-12-29,14.7,37.2,0,True
2022-01-11,7.2,42.7,0,True
2022-02-05,12.9,13.299999999999999,0,True
2022-02-06,14.2,24.700000000000003,0,True
2022-02-07,5.4,36.800000000000004,0,True
2022-02-17,15.2,36.3,0,True
2022-02-20,10.2,55.699999999999996,0,True
2022-02-28,8.2,68.39999999999999,0,True
2022-03-01,12.2,76.6,0,True
2022-03-05,22.3,92.50000000000001,0,True
2022-03-06,16.4,114.80000000000003,0,True
2022-03-07,22.8,131.20000000000002,0,True
2022-03-12,28.2,129.8,0,True
2022-03-26,35.7,159.59999999999997,0,True
2022-03-28,28.6,208.0,0,True
2022-03-31,28.8,254.2,0,True
2022-04-03,36.2,277.19999999999993,0,True
2022-04-06,33.5,303.8,0,True
2022-04-07,62.8,314.5,0,True
2022-04-28,53.2,418.7,0,True
2022-05-25,23.2,215.9,0,True
2022-06-13,29.7,186.20000000000002,0,True
2022-06-14,27.8,215.89999999999998,0,True
2022-06-15,37.7,242.20000000000002,0,True
2022-07-17,44.5,361.4,0,True
2022-08-15,32.6,300.7,0,True
2022-09-02,22.5,224.2,0,True
2022-09-05,30.2,227.79999999999995,0,True
2022-10-12,58.2,178.10000000000002,0,True
2022-10-13,22.9,222.60000000000002,0,True
2022-10-25,28.3,201.79999999999995,0,True
2022-11-08,32.5,316.20000000000005,0,True
2022-12-14,11.1,100.0,0,True
2022-12-27,16.2,67.2,0,True
2023-01-05,5.3,40.8,0,True
2023-01-06,9.8,46.1,0,True
2023-01-09,16.8,59.4,0,True
2023-01-14,9.2,65.0,0,True
2023-02-11,5.3,28.599999999999998,0,True
2023-02-13,7.2,31.2,0,True
2023-02-14,20.3,29.2,0,True
2023-02-20,9.2,47.699999999999996,0,True
2023-02-21,6.3,56.9,0,True
2023-03-04,11.3,60.099999999999994,0,True
2023-03-08,20.2,74.3,0,True
2023-03-11,26.4,91.69999999999999,0,True
2023-03-15,16.8,121.5,0,True
2023-03-16,22.7,131.1,0,True
2023-04-03,44.6,178.60000000000002,0,True
2023-04-12,20.2,170.1,0,True
2023-04-22,17.8,174.70000000000002,0,True
2023-04-29,32.5,247.39999999999998,0,True
2023-05-06,32.8,222.50000000000003,0,True
2023-05-16,32.7,209.70000000000005,0,True
2023-05-25,41.2,227.2,0,True
2023-06-08,34.2,272.9,0,True
2023-07-03,12.2,112.30000000000001,0,True
2023-07-05,23.4,127.9,0,True
2023-07-06,19.2,137.1,0,True
2023-07-10,12.3,97.39999999999998,0,True
2023-07-14,21.0,114.39999999999999,0,True
2023-07-15,32.8,135.39999999999998,0,True
2023-07-16,22.5,168.19999999999996,0,True
2023-07-17,25.2,190.69999999999996,0,True
2023-08-16,11.2,61.2,0,True
2023-08-17,14.2,47.2,0,True
2023-08-20,10.3,61.400000000000006,0,True
2023-08-21,16.2,71.70000000000002,0,True
2023-08-22,12.1,87.9,0,True
2023-08-28,15.1,96.8,0,True
2023-09-03,15.5,120.0,0,True
2023-09-09,26.3,139.1,0,True
2023-09-14,25.1,174.69999999999996,0,True
2023-10-04,14.2,132.6,0,True
2023-10-08,25.3,175.0,0,True
2023-10-12,18.2,163.39999999999998,0,True
2023-10-21,42.3,149.7,0,True
2023-10-26,25.3,191.3,0,True
2023-11-17,40.2,207.0,0,True
2023-12-16,32.2,93.00000000000001,0,True
2023-12-30,6.2,47.50000000000001,0,True
2024-01-30,0.0,0.0,0,True
2024-01-31,0.0,0.0,0,True
2024-02-01,1.8,0.0,0,True
2024-02-02,8.1,1.8,0,True
2024-02-03,2.5,9.9,0,True
2024-02-04,5.2,12.4,0,True
2024-02-05,11.5,17.6,0,True
2024-02-06,18.6,29.099999999999998,0,True
2024-03-11,3.1,6.2,0,True
2024-03-13,5.3,6.7,0,True
2024-03-14,8.5,12.0,0,True
2024-03-20,12.2,16.900000000000002,0,True
2024-03-21,5.4,29.1,0,True
2024-04-02,4.2,39.1,0,True
2024-04-03,4.8,43.3,0,True
2024-04-04,20.2,48.1,0,True
2024-04-08,16.4,73.19999999999999,0,True
2024-04-17,8.6,84.70000000000002,0,True
2024-04-19,20.6,102.2,0,True
2024-04-21,32.4,106.60000000000002,0,True
2024-04-22,15.2,138.99999999999997,0,True
2024-04-26,16.8,162.6,0,True
2024-04-27,25.2,179.4,0,True
2024-05-08,23.5,209.50000000000003,0,True
2024-05-10,32.7,231.4,0,True
2024-05-27,20.2,200.29999999999998,0,True
2024-05-28,25.8,195.3,0,True
2024-05-30,35.2,222.10000000000002,0,True
2024-06-03,33.2,270.70000000000005,0,True
2024-06-14,34.3,270.9,0,True
2024-06-15,60.5,305.2,0,True
2024-06-26,40.4,398.1,0,True
2024-08-05,12.3,38.9,0,True
2024-08-06,5.4,51.2,0,True
2024-08-09,17.2,50.60000000000001,0,True
2024-08-10,24.2,63.30000000000001,0,True
2024-08-11,20.5,87.5,0,True
2024-08-12,18.2,108.00000000000001,0,True
2024-08-15,24.1,126.20000000000002,0,True
2024-08-24,21.2,181.79999999999998,0,True
2024-08-28,20.2,190.5,0,True
2024-09-02,25.6,222.7,0,True
2024-09-04,56.2,248.29999999999998,0,True
2024-09-16,25.1,196.29999999999998,0,True
2024-09-27,19.8,193.69999999999996,0,True
2024-09-29,55.8,201.99999999999997,0,True
2024-10-06,38.9,169.7,0,True
2024-10-10,36.5,241.19999999999993,0,True
2024-10-20,27.1,250.49999999999997,0,True
2024-10-30,32.5,217.00000000000003,0,True
2024-10-31,27.2,249.50000000000003,0,True
2024-11-04,36.2,280.20000000000005,0,True
2024-11-09,70.3,256.1,0,True
2024-12-14,15.2,85.8,0,True
2024-12-15,20.1,90.9,0,True
2024-12-21,7.8,77.10000000000001,0,True
2024-12-22,9.1,84.9,0,True
2024-12-26,11.1,89.0,0,True
2024-12-27,12.9,84.0,0,True
